Month,Year,Location,Latitude,Longitude,State,MinTemp,MaxTemp,Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm
9,2015,Moree,-29.4658,149.8339,NSW,7.4,24.1,0.13,37.9,55.9,29.5,1022.5,1018.6,16.7,22.9
10,2015,Moree,-29.4658,149.8339,NSW,15.7,31.4,0.32,43.3,51.5,25.6,1024.1,1019.9,21.9,30.1
11,2015,Moree,-29.4658,149.8339,NSW,18.5,34,2.75,43.8,50.1,25,1014.3,1010.7,24.8,32.6
12,2015,Moree,-29.4658,149.8339,NSW,19.6,34.2,1,50,52.3,26.1,1016.8,1012.9,24.3,32.4
1,2016,Moree,-29.4658,149.8339,NSW,19.5,32.6,3.71,42.5,58.8,35.7,1014.6,1011.5,24.1,31
2,2016,Moree,-29.4658,149.8339,NSW,19.9,35.8,0.11,41.2,51.6,25.9,1012.8,1009.6,25.3,33.9
3,2016,Moree,-29.4658,149.8339,NSW,19.9,34,0.35,43,60.4,28.6,1019,1015.2,23.8,32.2
4,2016,Moree,-29.4658,149.8339,NSW,15.4,30.4,0.45,37.4,55.5,28.8,1021.8,1017.6,22.5,29.3
5,2016,Moree,-29.4658,149.8339,NSW,9.9,24.1,1.12,36,63.7,39.5,1020.1,1016.9,16.5,22.9
6,2016,Moree,-29.4658,149.8339,NSW,8.2,17.6,2.11,37.6,78.8,59.3,1020.4,1017.8,12.1,16.8
7,2016,Moree,-29.4658,149.8339,NSW,6.5,18.1,0.47,32.7,77.8,49.8,1022.8,1019.9,11.3,17.4
8,2016,Moree,-29.4658,149.8339,NSW,5.9,20.5,0,36.2,70.6,44.6,1025.7,1022.1,13.5,19.8
9,2016,Moree,-29.4658,149.8339,NSW,9.8,20.2,4.62,40.2,74.5,56.3,1018.3,1015,15.4,19.3
10,2016,Moree,-29.4658,149.8339,NSW,10.6,25.7,1.83,41.3,63.1,36,1017.9,1015,17.3,24
11,2016,Moree,-29.4658,149.8339,NSW,14.6,31.7,0.8,44,45.6,21.6,1013.9,1010.5,22.6,30.1
12,2016,Moree,-29.4658,149.8339,NSW,20.6,35.8,1.17,51.2,54.6,28.8,1013.6,1010,25.9,33.5
1,2017,Moree,-29.4658,149.8339,NSW,23.3,38.3,0.63,50.7,52.2,29.2,1012.1,1008.4,27.7,35.9
2,2017,Moree,-29.4658,149.8339,NSW,22.2,37.4,0.45,50.1,51.9,23.7,1013.5,1010,26.2,35.5
3,2017,Moree,-29.4658,149.8339,NSW,19.2,31.3,5.04,41.8,67.3,42.6,1013.8,1010.9,23,29.6
4,2017,Moree,-29.4658,149.8339,NSW,12.6,26,0.75,37.9,59.6,34.4,1021.6,1017.6,19.1,25.4
5,2017,Moree,-29.4658,149.8339,NSW,9.9,23.3,1.68,36.5,70.5,42.1,1022.7,1019.4,16.1,22.5
6,2017,Moree,-29.4658,149.8339,NSW,5.7,20.6,0.11,32,76.7,43.8,1025.5,1022.3,12,20
12,2008,Mount Gambier,-37.8284,140.7804,SA,10.6,20.4,3.82,45.6,67.9,51.6,1011.2,1009.9,15.2,19.3
1,2009,Mount Gambier,-37.8284,140.7804,SA,11,26.8,0.18,46.2,56.3,35.6,1014.4,1013.2,18.9,25.2
2,2009,Mount Gambier,-37.8284,140.7804,SA,12.4,26.8,0.05,44.8,60.9,40,1016,1014.7,18.1,24.4
3,2009,Mount Gambier,-37.8284,140.7804,SA,10.7,23.1,1.61,42.2,80.5,48.5,1017.5,1016.2,14.7,21.4
4,2009,Mount Gambier,-37.8284,140.7804,SA,8.4,19.6,2.21,42.9,77.3,53.8,1019.1,1017.3,13.4,18.2
5,2009,Mount Gambier,-37.8284,140.7804,SA,8.2,16.5,0.95,32.8,87,70.7,1024.5,1022.7,11.9,15.3
6,2009,Mount Gambier,-37.8284,140.7804,SA,6,14.1,1.97,34.5,89.6,70.9,1014.9,1012.9,8.5,13.1
7,2009,Mount Gambier,-37.8284,140.7804,SA,5.9,13.4,5.07,44.2,83.5,76.4,1015.1,1013.8,9,12.1
8,2009,Mount Gambier,-37.8284,140.7804,SA,7.2,15.3,4.49,51.6,81.6,65.6,1012.8,1011.1,10.7,14
9,2009,Mount Gambier,-37.8284,140.7804,SA,7.1,16.2,3.88,48.2,76.2,59.8,1012.4,1010.8,11.8,14.7
10,2009,Mount Gambier,-37.8284,140.7804,SA,7.2,17.8,2.45,42.6,71.7,58,1020.7,1019.4,12.9,16.4
11,2009,Mount Gambier,-37.8284,140.7804,SA,11.8,26.2,1.83,44.7,68.5,44.8,1015.9,1014.2,18,24.6
12,2009,Mount Gambier,-37.8284,140.7804,SA,10.8,24.8,1.1,45.3,62.8,43.1,1016.5,1015.3,17.6,22.8
1,2010,Mount Gambier,-37.8284,140.7804,SA,10.9,25.9,0.45,42.6,57,37.9,1014.7,1013.5,18.4,24.2
2,2010,Mount Gambier,-37.8284,140.7804,SA,12.8,27.7,1.68,47.2,69.3,45.7,1017.8,1016.1,18.9,25.9
3,2010,Mount Gambier,-37.8284,140.7804,SA,11.2,24.5,0.64,39.5,75.9,45.4,1020.9,1019,16.1,22.8
4,2010,Mount Gambier,-37.8284,140.7804,SA,11.2,19.9,2.19,37.3,81.8,60.5,1019.7,1017.7,14.9,18.9
5,2010,Mount Gambier,-37.8284,140.7804,SA,6.9,16.6,1.59,33.6,87.3,69.5,1019,1017,11.2,15.4
6,2010,Mount Gambier,-37.8284,140.7804,SA,4.9,13.6,2.43,34.1,89.9,74.9,1023.4,1021.8,8.4,12.3
7,2010,Mount Gambier,-37.8284,140.7804,SA,4.7,14,3.17,36.7,90.3,70.7,1023.6,1021.6,8.4,12.8
8,2010,Mount Gambier,-37.8284,140.7804,SA,5.6,13,5.26,50.9,83.3,71.4,1015.4,1013.9,9.1,11.3
9,2010,Mount Gambier,-37.8284,140.7804,SA,7,14.4,2.61,43,76.5,64.2,1019.9,1018.4,11.4,12.8
10,2010,Mount Gambier,-37.8284,140.7804,SA,6.9,18.8,1.93,42.6,71,54.8,1019.8,1018.3,13,17
11,2010,Mount Gambier,-37.8284,140.7804,SA,9.5,21.1,1.42,43.1,70.8,55,1018.2,1016.8,15.2,19.2
12,2010,Mount Gambier,-37.8284,140.7804,SA,10.7,23.1,3.36,47.9,72.2,49.5,1010.7,1009.6,16.6,21.1
1,2011,Mount Gambier,-37.8284,140.7804,SA,12.1,24.8,3.92,40.5,70.7,50.2,1012.4,1011.2,17.9,23.5
2,2011,Mount Gambier,-37.8284,140.7804,SA,12.3,24.1,1.96,40,75.2,55.7,1016.6,1015.6,16.8,22.2
3,2011,Mount Gambier,-37.8284,140.7804,SA,10.9,21.5,1.88,38.5,78.4,56.7,1017.5,1016.2,15.1,20.2
5,2011,Mount Gambier,-37.8284,140.7804,SA,7.8,15.1,2.75,33.9,82,69.6,1022.3,1020.6,11.2,13.7
6,2011,Mount Gambier,-37.8284,140.7804,SA,6.2,14.3,2.99,41.6,85,74.3,1022,1020.5,9.7,12.9
7,2011,Mount Gambier,-37.8284,140.7804,SA,6,13.6,2.55,42.7,83.2,70.1,1020.7,1019.1,9.2,12.2
8,2011,Mount Gambier,-37.8284,140.7804,SA,6.8,16.2,2.42,39.7,85.8,65.1,1019.8,1018.1,10.8,15
9,2011,Mount Gambier,-37.8284,140.7804,SA,7,17.1,2.07,46.8,73.8,58.5,1017.2,1015.2,12.4,15.3
10,2011,Mount Gambier,-37.8284,140.7804,SA,8.6,19,1.45,41.7,72.5,57.5,1018.8,1017.4,13.3,17.4
11,2011,Mount Gambier,-37.8284,140.7804,SA,10.1,22.4,2.5,46.2,70.8,51.6,1014.9,1013.6,16.2,20.5
12,2011,Mount Gambier,-37.8284,140.7804,SA,10.7,24.4,0.94,41.6,66.8,47.9,1015.6,1014,17.1,22.5
1,2012,Mount Gambier,-37.8284,140.7804,SA,13.4,28,0.47,50.4,57.7,35.3,1014.4,1012.9,20,26.1
2,2012,Mount Gambier,-37.8284,140.7804,SA,12.9,26.1,0.27,44.4,67.4,44,1014.9,1013.4,18.2,24
3,2012,Mount Gambier,-37.8284,140.7804,SA,10.8,23.7,1.65,43.8,77.3,44.8,1016.9,1015.4,15.2,22.2
4,2012,Mount Gambier,-37.8284,140.7804,SA,9.2,21.6,1.57,39.3,72.9,49.2,1021.5,1019.3,14.9,20
5,2012,Mount Gambier,-37.8284,140.7804,SA,7.9,16,2.68,40.6,83.5,70.7,1022.9,1021.2,11.5,14.2
6,2012,Mount Gambier,-37.8284,140.7804,SA,5.7,13.5,3.93,39.9,85.7,72.8,1020.5,1018.6,9,12
7,2012,Mount Gambier,-37.8284,140.7804,SA,5.6,14,2.53,36.2,89.7,72.8,1022.8,1021.2,8.7,12.5
8,2012,Mount Gambier,-37.8284,140.7804,SA,6,14,3.44,51,82.5,67,1016.7,1015.2,9.5,12.4
9,2012,Mount Gambier,-37.8284,140.7804,SA,6.4,16.6,1.72,48.4,73.4,60.5,1016,1014.1,12,15
10,2012,Mount Gambier,-37.8284,140.7804,SA,6.7,18.6,1.01,43.7,68.5,57.5,1019.2,1017.9,13.2,16.7
11,2012,Mount Gambier,-37.8284,140.7804,SA,9,23.4,0.64,44.1,63.1,38.7,1016.7,1015.1,16.2,22
1,2013,Mount Gambier,-37.8284,140.7804,SA,11.1,26.8,0.24,48.5,53.5,36.3,1013.9,1012.6,19.2,24.8
3,2013,Mount Gambier,-37.8284,140.7804,SA,13.2,26.8,0.88,47.5,67,44.2,1016.7,1015.1,18.3,24.6
4,2013,Mount Gambier,-37.8284,140.7804,SA,9,20.6,1.39,38.2,77.4,53.2,1021,1019,14.5,18.9
5,2013,Mount Gambier,-37.8284,140.7804,SA,7.7,17.3,2.22,38,79.3,59.4,1021.6,1019.4,12,16.2
6,2013,Mount Gambier,-37.8284,140.7804,SA,5.8,14.5,2.6,33.8,89.4,75.1,1022.2,1020.4,9.1,13.3
7,2013,Mount Gambier,-37.8284,140.7804,SA,6.1,14.1,5.13,41.5,88.8,71.7,1019.7,1017.9,9.2,12.8
8,2013,Mount Gambier,-37.8284,140.7804,SA,7.4,15,5.74,54.7,84.8,66.9,1012.9,1011.1,10.5,13.6
9,2013,Mount Gambier,-37.8284,140.7804,SA,8.5,18.1,1.96,48.8,74.3,62,1013.4,1011.4,13.7,16.6
10,2013,Mount Gambier,-37.8284,140.7804,SA,8.3,17.3,3.77,51,70.7,59.9,1015.5,1015,12.7,15.6
11,2013,Mount Gambier,-37.8284,140.7804,SA,8.2,19.6,1.58,42.9,70,58.3,1017.9,1016.7,14.5,17.9
12,2013,Mount Gambier,-37.8284,140.7804,SA,9.9,23.7,0.99,43.5,63.5,46.6,1014.5,1013.7,16.8,21.4
1,2014,Mount Gambier,-37.8284,140.7804,SA,12.8,28.1,0.88,48.5,53,37.3,1015.4,1013.9,20.1,26.6
2,2014,Mount Gambier,-37.8284,140.7804,SA,11.9,27.4,0.79,45.9,63.8,38.9,1014.5,1013.5,18.3,24.9
3,2014,Mount Gambier,-37.8284,140.7804,SA,10.8,23.8,1.35,40,79.3,50.1,1019.5,1018.1,15.4,21.9
4,2014,Mount Gambier,-37.8284,140.7804,SA,9.7,20.4,2.13,40.9,80.8,54.6,1019.1,1017.1,14.4,18.9
5,2014,Mount Gambier,-37.8284,140.7804,SA,9.4,17.7,3.67,35.1,84,68.8,1018.8,1017,13,16.4
6,2014,Mount Gambier,-37.8284,140.7804,SA,7.6,14.4,4.75,40.8,87.8,76.9,1019,1017.8,10.7,13.1
7,2014,Mount Gambier,-37.8284,140.7804,SA,6.1,13.4,2.72,44.7,87.3,72.9,1017.6,1015.9,9.2,12.2
8,2014,Mount Gambier,-37.8284,140.7804,SA,4.7,14.6,1.54,35.6,82.8,63.2,1028.8,1027.3,9.4,13.1
9,2014,Mount Gambier,-37.8284,140.7804,SA,6.5,18,0.94,44.5,68.8,53.1,1019.9,1018,13.3,16.5
10,2014,Mount Gambier,-37.8284,140.7804,SA,8.2,21,0.86,44.3,69,48.9,1018.8,1017.2,13.8,19.2
11,2014,Mount Gambier,-37.8284,140.7804,SA,8.3,24.6,0.59,45.5,52.5,38.5,1016.4,1014.8,16.6,22.5
12,2014,Mount Gambier,-37.8284,140.7804,SA,10.3,23.1,0.94,46.3,66.5,47.8,1012.5,1011.6,16.8,21
1,2015,Mount Gambier,-37.8284,140.7804,SA,12.1,25.5,1.46,51.2,62.7,44.6,1013.1,1011.4,18.2,23.3
2,2015,Mount Gambier,-37.8284,140.7804,SA,12.9,28.1,0.14,46.3,69.9,38,1018.3,1016.6,18.1,26.1
3,2015,Mount Gambier,-37.8284,140.7804,SA,9.4,22,1.01,45.1,74.1,46.3,1017.3,1016.2,14.5,20.2
4,2015,Mount Gambier,-37.8284,140.7804,SA,7.7,17.9,2.05,39.3,79.2,61.8,1022.9,1021,13.1,16.2
5,2015,Mount Gambier,-37.8284,140.7804,SA,8,15.8,3.05,45.9,84.1,69.7,1021.3,1020,11.3,14.2
6,2015,Mount Gambier,-37.8284,140.7804,SA,7,13.9,1.39,36.1,86.2,73,1025.8,1024.2,9.7,12.7
7,2015,Mount Gambier,-37.8284,140.7804,SA,5.1,12.6,2.95,45.1,86.6,71.7,1021.3,1019.4,8.1,11.2
8,2015,Mount Gambier,-37.8284,140.7804,SA,5.5,13.8,1.86,42.5,83.9,66.5,1021.2,1019.5,9.5,12.2
9,2015,Mount Gambier,-37.8284,140.7804,SA,5.9,16.4,1.77,37.3,74.5,61.4,1023.8,1021.9,12,14.9
10,2015,Mount Gambier,-37.8284,140.7804,SA,8.7,23.7,0.12,43,65.8,44,1022.3,1020.5,15.1,21.7
11,2015,Mount Gambier,-37.8284,140.7804,SA,9.6,22.5,0.77,43.9,66.3,49.1,1015.9,1014.4,15.4,19.7
12,2015,Mount Gambier,-37.8284,140.7804,SA,10.9,28.7,0.38,48.7,51.6,31.9,1015.6,1014.2,19.9,26.2
1,2016,Mount Gambier,-37.8284,140.7804,SA,12.8,27.4,0.43,46.2,63,43,1015.6,1013.7,19.3,25
2,2016,Mount Gambier,-37.8284,140.7804,SA,12.7,25.4,1.67,42.8,71.5,46.1,1016.9,1015.7,17.8,23.5
3,2016,Mount Gambier,-37.8284,140.7804,SA,12.7,24,0.92,39.5,81.1,50.7,1019,1017.5,16.2,22.7
4,2016,Mount Gambier,-37.8284,140.7804,SA,9.9,21.3,1.05,40.4,75.2,51.1,1021.9,1019.8,15,19.8
5,2016,Mount Gambier,-37.8284,140.7804,SA,9.4,16.6,2.78,44,82.6,74.1,1014.5,1012.5,12.6,15.1
6,2016,Mount Gambier,-37.8284,140.7804,SA,5.2,13.5,5.43,39.3,90.5,76.6,1016.4,1015.1,8.7,12.1
7,2016,Mount Gambier,-37.8284,140.7804,SA,6.5,13.3,4.95,47.2,87.8,77.8,1017.3,1015.4,9.3,11.9
8,2016,Mount Gambier,-37.8284,140.7804,SA,6,15,2.78,43.6,81.6,67.8,1019.9,1018.1,9.9,13.3
9,2016,Mount Gambier,-37.8284,140.7804,SA,7,15.2,3.92,41.5,77.3,71.6,1015,1013.2,11.8,13.5
10,2016,Mount Gambier,-37.8284,140.7804,SA,6.9,17.7,2.02,53.4,69.8,58.3,1012.8,1012,12.6,16
11,2016,Mount Gambier,-37.8284,140.7804,SA,8.2,19.7,0.58,42,78.3,65.4,1015.2,1013.9,14.4,17.9
12,2016,Mount Gambier,-37.8284,140.7804,SA,9.3,24.4,0.82,45.9,70.2,51.7,1012.8,1011.7,16.9,22.1
1,2017,Mount Gambier,-37.8284,140.7804,SA,12.7,26.1,1.61,41.4,74.6,54,1014,1013.1,18.5,24.1
2,2017,Mount Gambier,-37.8284,140.7804,SA,11.7,25.7,1.21,44.6,72.1,46.4,1016,1014.6,17.2,23.6
3,2017,Mount Gambier,-37.8284,140.7804,SA,13.2,26.1,2.67,43.7,77.5,51.1,1016.1,1014.7,17.2,24.2
4,2017,Mount Gambier,-37.8284,140.7804,SA,10.1,20,1.84,34.4,79.6,64.2,1023.3,1021.2,15,18.6
5,2017,Mount Gambier,-37.8284,140.7804,SA,6.6,15.9,2.89,35.5,87.8,70.5,1023,1021.4,10.9,14.5
6,2017,Mount Gambier,-37.8284,140.7804,SA,5.4,14.9,0.53,29.2,93.9,74,1028.6,1026.6,8.9,13.9
3,2013,Nhil,-36.3328,141.6503,VIC,14.1,28.4,0.19,46,59.1,32.5,1017.1,1015.3,18.1,26.6
4,2013,Nhil,-36.3328,141.6503,VIC,9.4,23.2,0.39,38.1,70.4,38,1021.1,1018.5,14.1,21.9
5,2013,Nhil,-36.3328,141.6503,VIC,6.9,18,0.87,36.2,80.7,51.8,1022.5,1020,10.1,17.3
6,2013,Nhil,-36.3328,141.6503,VIC,5.6,14.7,4.17,32.8,87.3,63.5,1022.3,1020.5,7.6,14
7,2013,Nhil,-36.3328,141.6503,VIC,5.9,14.3,1.99,37.3,88.4,67.3,1021.7,1019.6,7.9,13.4
8,2013,Nhil,-36.3328,141.6503,VIC,6.7,15.4,1.35,49.2,84.4,62.8,1015.3,1013.1,9.2,14.4
9,2013,Nhil,-36.3328,141.6503,VIC,8.1,19.6,1.4,47.5,78.9,54.8,1014.9,1012.6,12.6,18.4
10,2013,Nhil,-36.3328,141.6503,VIC,7.4,20.9,0.95,50.2,69.3,43.4,1016.7,1015.1,12.3,19.5
11,2013,Nhil,-36.3328,141.6503,VIC,8.6,24.6,0.11,46,58.6,33,1016.8,1014.8,15,22.6
12,2013,Nhil,-36.3328,141.6503,VIC,11.8,29.4,0.2,48.2,52,24.6,1014.2,1012.3,18.3,27.1
1,2014,Nhil,-36.3328,141.6503,VIC,14.5,33,0.19,49,49.7,25.1,1014.7,1012.4,20.9,30.7
2,2014,Nhil,-36.3328,141.6503,VIC,14.1,31.3,0.31,46.4,57.5,28.6,1013.5,1011.9,19.1,28.7
3,2014,Nhil,-36.3328,141.6503,VIC,10.9,26.9,0.2,42.9,73.3,35.4,1018.9,1017,15,25
4,2014,Nhil,-36.3328,141.6503,VIC,10.1,21.9,1.67,37.1,78.5,44.9,1018.9,1016.5,13.9,20.7
5,2014,Nhil,-36.3328,141.6503,VIC,9.2,19.1,1.41,36,82.7,55.5,1020.1,1017.9,11.7,18.1
6,2014,Nhil,-36.3328,141.6503,VIC,6.3,14.4,1.22,37.9,88.4,70.5,1020.2,1018.7,8.6,13.6
7,2014,Nhil,-36.3328,141.6503,VIC,4.2,13.4,0.9,41.1,88.1,67.3,1019.5,1017.6,6.6,12.4
8,2014,Nhil,-36.3328,141.6503,VIC,2.7,16,0.71,33.4,85,49.2,1028.6,1026.3,7.3,15.2
9,2014,Nhil,-36.3328,141.6503,VIC,5.8,19.8,0.49,41.2,71.8,40.9,1020.4,1017.9,12.1,18.4
10,2014,Nhil,-36.3328,141.6503,VIC,7.5,25.6,0.22,49.1,61.1,29.3,1018.6,1016,14.1,23.7
11,2014,Nhil,-36.3328,141.6503,VIC,10.1,27.4,0.23,46.1,49.7,27.2,1016.5,1014.5,16.8,25.2
12,2014,Nhil,-36.3328,141.6503,VIC,11.8,28.3,0.38,49.7,56.3,30.5,1011.6,1009.7,18.2,25.9
1,2015,Nhil,-36.3328,141.6503,VIC,14,29.2,2.28,49.9,62,38,1012.2,1010,18.8,26.7
2,2015,Nhil,-36.3328,141.6503,VIC,14.5,32.7,0.4,46.7,62.2,28.7,1017,1014.8,19.2,30.3
3,2015,Nhil,-36.3328,141.6503,VIC,9.8,25.2,0.09,44.5,72.9,35.7,1017.5,1015.8,13.9,23.3
4,2015,Nhil,-36.3328,141.6503,VIC,7.5,20.1,0.53,41.5,83.3,47.6,1022.3,1019.7,11.9,18.9
5,2015,Nhil,-36.3328,141.6503,VIC,7.1,17.3,0.72,43,91.9,60.2,1022.5,1020.6,10.1,16.2
6,2015,Nhil,-36.3328,141.6503,VIC,4.7,14.1,0.81,32.6,98,65.6,1026.6,1024.7,7.3,13.3
7,2015,Nhil,-36.3328,141.6503,VIC,3.4,13.1,0.68,40.5,96.1,63.5,1022.8,1020.5,6,12.2
8,2015,Nhil,-36.3328,141.6503,VIC,4.5,14.8,0.3,40.9,92.6,59.3,1021.9,1019.7,8.1,13.8
9,2015,Nhil,-36.3328,141.6503,VIC,5.2,18.7,0.84,38.3,80.8,46.6,1024.3,1021.5,11.1,17.6
10,2015,Nhil,-36.3328,141.6503,VIC,9.5,28.6,0.01,43.5,53.9,24,1022.6,1020,16.7,26.7
11,2015,Nhil,-36.3328,141.6503,VIC,10.7,26.7,0.63,49.7,55.7,34.7,1015.7,1013.2,16.6,24.4
12,2015,Nhil,-36.3328,141.6503,VIC,14.7,32.1,0.33,48,41.7,21.6,1015.4,1013.3,21.8,29.7
1,2016,Nhil,-36.3328,141.6503,VIC,15,31.6,1.19,49.8,57.1,30.2,1014.3,1012,20.2,29.1
2,2016,Nhil,-36.3328,141.6503,VIC,13.7,30.1,0.5,43.7,64.4,31.5,1016.1,1014.1,18.1,27.7
3,2016,Nhil,-36.3328,141.6503,VIC,13.8,28.4,1.12,41.1,72.9,35.7,1018.1,1016.3,16.9,26.9
4,2016,Nhil,-36.3328,141.6503,VIC,10.2,23.5,0.22,39,68.3,38.4,1022.5,1019.6,14.9,22.5
5,2016,Nhil,-36.3328,141.6503,VIC,9.4,18.2,1.32,45.9,80.4,58.6,1016,1013.9,12.1,17.3
6,2016,Nhil,-36.3328,141.6503,VIC,5,14.2,1.45,37.7,90.5,67.5,1017.7,1015.8,7.5,13.3
7,2016,Nhil,-36.3328,141.6503,VIC,5.6,13.6,1.99,41.5,91.4,70.9,1019.3,1017.2,7.6,12.6
8,2016,Nhil,-36.3328,141.6503,VIC,4.7,15.7,1.08,37.9,87.4,57.7,1020.7,1018.3,8.2,14.9
9,2016,Nhil,-36.3328,141.6503,VIC,6.1,16.1,3.11,39.1,83.1,65.7,1014.8,1012,10.6,14.8
10,2016,Nhil,-36.3328,141.6503,VIC,6.9,19.4,1.9,49.8,74.6,48.1,1014.7,1013.2,11.4,17.8
11,2016,Nhil,-36.3328,141.6503,VIC,8.6,24.2,0.45,46.9,64.8,37.3,1014.5,1012.6,14.8,22.4
12,2016,Nhil,-36.3328,141.6503,VIC,11.9,29,1.03,46.6,55.6,29.1,1012.4,1010.5,18,26.7
1,2017,Nhil,-36.3328,141.6503,VIC,14,31.3,0.75,42.9,56.5,30.2,1012.7,1011,19.8,28.9
2,2017,Nhil,-36.3328,141.6503,VIC,12.7,29.4,0.69,45.1,65.9,32.4,1015.4,1013.3,17.5,27.3
3,2017,Nhil,-36.3328,141.6503,VIC,14,29.6,0.47,42.3,70.2,34.2,1015.6,1014,17.8,27.8
4,2017,Nhil,-36.3328,141.6503,VIC,9.7,22.4,1.41,37.7,72.7,45.8,1022.7,1020.1,14.4,21
5,2017,Nhil,-36.3328,141.6503,VIC,6.4,17,2.06,35.2,85.7,56.2,1023,1020.9,9.8,16.2
6,2017,Nhil,-36.3328,141.6503,VIC,3.2,15.1,0.11,26.6,95.4,61.4,1029.4,1027.2,6.3,14.5
1,2009,Norah Head,-33.2815,151.5791,NSW,19.3,26.8,0.58,54.3,72.4,66.8,1015.2,1012.8,22.8,24.7
2,2009,Norah Head,-33.2815,151.5791,NSW,19.3,24.9,5.03,47.8,82.5,76.4,1014,1012.4,21.5,23.4
3,2009,Norah Head,-33.2815,151.5791,NSW,19.1,25.5,1.6,41.8,75.2,67.3,1017.5,1015.8,21.7,24
4,2009,Norah Head,-33.2815,151.5791,NSW,16.4,22.3,2.71,45.9,74.9,68.9,1018.7,1016.6,19.3,20.9
5,2009,Norah Head,-33.2815,151.5791,NSW,13.7,20.5,6.7,45.5,74.1,63.5,1022.8,1020.5,16.5,19.3
6,2009,Norah Head,-33.2815,151.5791,NSW,11.9,18.7,3.48,37.2,75.2,65.1,1018.1,1015.5,14.4,17.1
7,2009,Norah Head,-33.2815,151.5791,NSW,9.8,17.7,2.41,37.8,70.3,58.8,1018,1015.7,13.1,16.3
8,2009,Norah Head,-33.2815,151.5791,NSW,11.3,20.6,0.14,39.1,59.6,57.2,1017.4,1013.9,15.9,18.5
9,2009,Norah Head,-33.2815,151.5791,NSW,13.3,22.2,0.4,43.2,57.8,56.9,1015.6,1012.5,18.1,19.7
10,2009,Norah Head,-33.2815,151.5791,NSW,14.6,22.4,3.57,47.2,67.2,63.1,1018.3,1015.7,18.5,20.3
11,2009,Norah Head,-33.2815,151.5791,NSW,18.3,25.8,0.31,49.1,78.8,69.7,1015.3,1012.6,21.5,23.8
12,2009,Norah Head,-33.2815,151.5791,NSW,19,24.2,3.25,53.7,79.7,76.3,1016.7,1014.7,21.4,22.5
1,2010,Norah Head,-33.2815,151.5791,NSW,20.4,26.1,2.29,40.8,79.3,76.2,1015.2,1013.3,23,24.3
2,2010,Norah Head,-33.2815,151.5791,NSW,21.4,28.1,2,46,78.6,73,1017.1,1015.6,23.8,25.9
3,2010,Norah Head,-33.2815,151.5791,NSW,19.5,26,3.88,43.1,77.2,70.5,1022,1020.2,21.9,24.3
4,2010,Norah Head,-33.2815,151.5791,NSW,16.4,23.6,1.68,33.5,72.9,65.3,1020.2,1017.7,19.7,22.3
5,2010,Norah Head,-33.2815,151.5791,NSW,12.9,20.4,7.9,42,74.3,66.4,1018,1015.7,15.9,18.9
6,2010,Norah Head,-33.2815,151.5791,NSW,10.7,17.1,5.21,40,72.5,67,1023.4,1021.3,13.3,16.1
7,2010,Norah Head,-33.2815,151.5791,NSW,10.8,17,4.52,39.3,79,67.1,1024.1,1022.2,13,15.7
8,2010,Norah Head,-33.2815,151.5791,NSW,9.7,17.9,0.14,39.1,59.9,51.7,1016.9,1013.9,14,16.7
9,2010,Norah Head,-33.2815,151.5791,NSW,12.5,20.7,0.56,41.2,63.3,60.9,1019.3,1016.1,17,18.8
10,2010,Norah Head,-33.2815,151.5791,NSW,15,21.6,2.56,43.6,75.6,70.9,1020.7,1018.6,18,19.5
11,2010,Norah Head,-33.2815,151.5791,NSW,16.6,22.6,5.6,47.5,79.3,76.1,1018.8,1016.9,19.8,20.8
12,2010,Norah Head,-33.2815,151.5791,NSW,18.2,24.8,2.34,45.1,76.9,73.5,1012.8,1010.8,21.3,22.8
1,2011,Norah Head,-33.2815,151.5791,NSW,20.4,26.8,1.32,42.7,79.7,73.4,1012.8,1011.2,23,24.9
2,2011,Norah Head,-33.2815,151.5791,NSW,20.9,28.3,1.46,44.5,78.1,69,1016.2,1014.4,23.4,25.8
3,2011,Norah Head,-33.2815,151.5791,NSW,19.4,26.1,4.21,44,78,69.4,1016.2,1014.6,21.9,24.4
5,2011,Norah Head,-33.2815,151.5791,NSW,11.7,18.7,6.52,38.9,74,66.7,1019.3,1017.3,14.6,17.5
6,2011,Norah Head,-33.2815,151.5791,NSW,11.4,18.4,5.81,44.3,70.7,63.3,1021,1018.8,14.4,16.8
7,2011,Norah Head,-33.2815,151.5791,NSW,9.2,16.9,8.28,38.4,73.7,63.2,1020.8,1018.4,12.2,15.5
8,2011,Norah Head,-33.2815,151.5791,NSW,11.3,18.7,2.14,37.9,75,69.1,1021.4,1019.1,14.7,17.1
9,2011,Norah Head,-33.2815,151.5791,NSW,12.8,21.3,4.63,44.3,66.2,61.1,1019,1016.1,17.4,18.7
10,2011,Norah Head,-33.2815,151.5791,NSW,14.4,21.3,1.83,39.7,75.4,67.4,1018.5,1016.5,17.4,19.8
11,2011,Norah Head,-33.2815,151.5791,NSW,17.1,24.4,4.34,44.6,82.4,75.8,1016,1013.8,20.1,21.8
12,2011,Norah Head,-33.2815,151.5791,NSW,17.1,22.4,3.06,42.2,76,71.6,1015.3,1014.1,19.7,20.8
1,2012,Norah Head,-33.2815,151.5791,NSW,19.6,25.8,5.31,44.3,75.6,71,1015.2,1013.5,22.3,24
